id,tanggal,kab,kec,kel,jenis,kk,jiwa,meninggal,hilang,luka,ungsi,ternak,rb,rs,rr,tmdm,sklh,ibdh,sarkes,ktr,kios,jmbtn,jln,swh,kebun,hutan,tmbk,kerugian,lat,lng,penyebab,kronologi,created_at,updated_at,deleted_at,created_by,updated_by,deleted_by,terdampak,tertimbun,pabrik,tmdm_fu,tertimbun_fu,keterangan,ket_penanganan,status,anak_anak,perempuan,laki_laki,lansia,tertimbun_pendidikan,terendam_pendidikan,rr_pendidikan,rs_pendidikan,rb_pendidikan,tertimbun_kesehatan,terendam_kesehatan,rr_kesehatan,rs_kesehatan,rb_kesehatan,tertimbun_kantor,terendam_kantor,rr_kantor,rs_kantor,rb_kantor,tertimbun_ibadah,terendam_ibadah,rr_ibadah,rs_ibadah,rb_ibadah,rr_fu,rs_fu,rb_fu,tertimbun_jembatan,terendam_jembatan,rr_jembatan,rs_jembatan,rb_jembatan,tertimbun_pabrik,terendam_pabrik,rr_pabrik,rs_pabrik,rb_pabrik,tertimbun_toko,terendam_toko,rr_toko,rs_toko,rb_toko,lahan,irigasi,tertimbun_tanggul,terendam_tanggul,rr_tanggul,rs_tanggul,rb_tanggul,meninggal_laki,meninggal_perempuan,hilang_laki,hilang_perempuan,luka_laki,luka_perempuan,mengungsi_laki,mengungsi_perempuan,kategori_laki,kategori_perempuan,DT_RowIndex
869,30 Oktober 2021,Kota Palopo,Telluwanua,Mancani,"<a href=""/data/869 "">Banjir</a>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.717039,120.111694,Intensitas Curah Hujan Yang Tinggi Disertai Angin Kencang dan Tanah Longsor,"Telah terjadi bencana banjir di 2(dua) kecamatan yaitu, kec. Telluwanua (kelurahan jaya, macani, pentojangan, sumarambu, batu walenrang dan salubattang) & kec. Bara (kelurahan buntu datu, kelurahan to'bulung, kelurahan rampoang, kelurahan balandai) yang mengakibatkan meluapnya aliran sungai sehingga menggenangi beberapa persawahan dan pemukiman warga.",2022-07-26 14:37:28,2022-07-26 14:38:50,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
868,30 Oktober 2021,Kota Palopo,Telluwanua,Jaya,"<a href=""/data/868 "">Banjir</a>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,-2.717039,120.111694,Intensitas Curah Hujan Yang Tinggi Disertai Angin Kencang dan Tanah Longsor,"Telah terjadi bencana banjir di 2(dua) kecamatan yaitu, kec. Telluwanua (kelurahan jaya, macani, pentojangan, sumarambu, batu walenrang dan salubattang) & kec. Bara (kelurahan buntu datu, kelurahan to'bulung, kelurahan rampoang, kelurahan balandai) yang mengakibatkan meluapnya aliran sungai sehingga menggenangi beberapa persawahan dan pemukiman warga.",2022-07-26 14:37:28,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
855,20 Desember 2021,Kab. Luwu,Bua,Sakti,"<a href=""/data/855 "">Banjir</a>",445,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,-2.641133,120.136414,Curah Hujan Yang Tinggi,curah hujan yang tinggi menyebabkan debit air disungai meluap sehingga mengakibatkan banjir dibeberapa desa dan kelurahan.,2022-07-26 13:54:50,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
854,24 November 2021,Kab. Luwu,Bua,Raja,"<a href=""/data/854 "">Banjir</a>",50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,-2.672085,120.087891,Curah Hujan Yang Tinggi,,2022-07-26 13:52:01,2022-07-26 13:52:47,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
853,24 November 2021,Kab. Luwu,Bua,Puty,"<a href=""/data/853 "">Banjir</a>",35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,-2.672085,120.087891,Curah Hujan Yang Tinggi,,2022-07-26 13:52:01,2022-07-26 13:53:00,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
852,24 November 2021,Kab. Luwu,Bua,Pammesakang,"<a href=""/data/852 "">Banjir</a>",30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,-2.672085,120.087891,Curah Hujan Yang Tinggi,,2022-07-26 13:52:01,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
851,15 November 2021,Kab. Luwu,Walenrang Utara,Pongko,"<a href=""/data/851 "">Banjir</a>",30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,-2.622699,120.10437,Intensitas Curah Hujan Yang Tinggi,Curah Hujan yang tinggi menyebabkan debit air naik sampai kejalan karena saluran pembuangan air juga tidak bisa menampung.,2022-07-26 13:49:46,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
847,30 Oktober 2021,Kab. Luwu,Walenrang Barat,Ilan Batu,"<a href=""/data/847 "">Banjir</a>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.662168,120.040283,Hujan Deras,,2022-07-26 13:46:34,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
821,23 September 2021,Kab. Luwu,Lamasi,To'pongo,"<a href=""/data/821 "">Banjir</a>",35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,-2.732442,120.137329,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di kecamatan Lamasi, Desa To'Pongo dan Desa Pangsamelun pada hari kamis 23 september 2021, pukul 00:30 Wita.",2022-07-26 11:58:39,2022-07-26 11:59:14,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
820,23 September 2021,Kab. Luwu,Lamasi,To'pongo,"<a href=""/data/820 "">Banjir</a>",41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,-2.732442,120.137329,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di kecamatan Lamasi, Desa To'Pongo dan Desa Pangsamelun pada hari kamis 23 september 2021, pukul 00:30 Wita.",2022-07-26 11:58:38,2022-07-26 11:59:30,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
819,22 September 2021,Kab. Luwu,Walenrang Utara,Basso,"<a href=""/data/819 "">Banjir</a>",16,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.701564,120.087891,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di 2 kecamatan yaitu Kec. Walenrang Utara pada hari rabu, 22 September 2021, pukul 21:00 Wita.",2022-07-26 11:51:42,2022-07-26 11:54:37,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
818,22 September 2021,Kab. Luwu,Walenrang Utara,Limbong,"<a href=""/data/818 "">Banjir</a>",5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,-2.701564,120.087891,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di 2 kecamatan yaitu Kec. Walenrang Utara pada hari rabu, 22 September 2021, pukul 21:00 Wita.",2022-07-26 11:51:42,2022-07-26 11:53:37,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
817,22 September 2021,Kab. Luwu,Walenrang Utara,Buntu Awo',"<a href=""/data/817 "">Banjir</a>",41,0,0,0,0,0,0,2,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,-2.701564,120.087891,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di 2 kecamatan yaitu Kec. Walenrang Utara pada hari rabu, 22 September 2021, pukul 21:00 Wita.",2022-07-26 11:51:42,2022-07-26 11:52:29,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
816,22 September 2021,Kab. Luwu,Walenrang Utara,Bolong,"<a href=""/data/816 "">Banjir</a>",12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,80,7,0,0,0,0,-2.701564,120.087891,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di 2 kecamatan yaitu Kec. Walenrang Utara pada hari rabu, 22 September 2021, pukul 21:00 Wita.",2022-07-26 11:51:42,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
815,22 September 2021,Kab. Luwu,Walenrang Utara,Bosso Timur,"<a href=""/data/815 "">Banjir</a>",56,0,0,0,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0,-2.623756,120.059509,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di 2 kecamatan yaitu Kec. Walenrang Utara pada hari rabu, 22 September 2021, pukul 21:00 Wita.",2022-07-26 11:44:15,2022-07-26 11:49:18,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71
814,22 September 2021,Kab. Luwu,Walenrang Utara,Siteba,"<a href=""/data/814 "">Banjir</a>",4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,-2.623756,120.059509,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di 2 kecamatan yaitu Kec. Walenrang Utara pada hari rabu, 22 September 2021, pukul 21:00 Wita.",2022-07-26 11:44:15,2022-07-26 11:48:38,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
813,22 September 2021,Kab. Luwu,Walenrang Utara,Pongko,"<a href=""/data/813 "">Banjir</a>",103,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,-2.623756,120.059509,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di 2 kecamatan yaitu Kec. Walenrang Utara pada hari rabu, 22 September 2021, pukul 21:00 Wita.",2022-07-26 11:44:15,2022-07-26 11:47:55,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
812,22 September 2021,Kab. Luwu,Walenrang Utara,Marabuana,"<a href=""/data/812 "">Banjir</a>",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.623756,120.059509,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di 2 kecamatan yaitu Kec. Walenrang Utara pada hari rabu, 22 September 2021, pukul 21:00 Wita.",2022-07-26 11:44:15,2022-07-26 11:46:10,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74
811,22 September 2021,Kab. Luwu,Walenrang Utara,Salulino,"<a href=""/data/811 "">Banjir</a>",48,0,0,0,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,-2.623756,120.059509,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di 2 kecamatan yaitu Kec. Walenrang Utara pada hari rabu, 22 September 2021, pukul 21:00 Wita.",2022-07-26 11:44:14,2022-07-26 11:45:41,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
810,22 September 2021,Kab. Luwu,Walenrang Utara,Salutubu,"<a href=""/data/810 "">Banjir</a>",86,0,0,0,0,0,0,0,0,0,86,0,1,0,0,0,0,0,0,0,0,0,0,-2.623756,120.059509,Curah Hujan Yang Tinggi,"Intensitas hujan yang tinggi mengakibatkan banjir di 2 kecamatan yaitu Kec. Walenrang Utara pada hari rabu, 22 September 2021, pukul 21:00 Wita.",2022-07-26 11:44:14,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76
809,30 Agustus 2021,Kab. Luwu,Bua Ponrang,Buntu Batu,"<a href=""/data/809 "">Banjir</a>",15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,190,0,0,0,-2.714295,120.095215,Hujan Deras,,2022-07-26 11:37:15,2022-07-26 11:41:59,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
808,30 Agustus 2021,Kab. Luwu,Bua Ponrang,Noling,"<a href=""/data/808 "">Banjir</a>",12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,110,0,0,0,-2.714295,120.095215,Hujan Deras,,2022-07-26 11:37:15,2022-07-26 11:41:09,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
807,30 Agustus 2021,Kab. Luwu,Bua Ponrang,Tanjong,"<a href=""/data/807 "">Banjir</a>",30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,50,0,0,0,0,-2.714295,120.095215,Hujan Deras,,2022-07-26 11:37:14,2022-07-26 11:40:19,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
806,30 Agustus 2021,Kab. Luwu,Ponrang,Padang Sappa,"<a href=""/data/806 "">Banjir</a>",800,0,0,0,0,0,0,0,0,0,520,4,2,0,1,0,0,0,100,0,0,0,0,-2.714295,120.095215,Hujan Deras,,2022-07-26 11:37:14,2022-07-26 11:38:58,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
805,30 Agustus 2021,Kab. Luwu,Ponrang,Mario,"<a href=""/data/805 "">Banjir</a>",90,0,0,0,0,0,0,0,0,0,90,0,1,0,0,0,0,0,0,0,0,10,0,-2.714295,120.095215,Hujan Deras,,2022-07-26 11:37:14,2022-07-26 11:38:07,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
804,30 Agustus 2021,Kab. Luwu,Ponrang,Tirowali,"<a href=""/data/804 "">Banjir</a>",300,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,200,10,0,0,0,-2.714295,120.095215,Hujan Deras,,2022-07-26 11:37:14,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
802,28 Agustus 2021,Kab. Luwu,Larompong,Rantebelu,"<a href=""/data/802 "">Banjir</a>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.731671,120.108948,Curah Hujan Yang Tinggi,,2022-07-26 11:34:30,2022-07-26 11:35:23,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
801,28 Agustus 2021,Kab. Luwu,Larompong Selatan,Dadeko,"<a href=""/data/801 "">Banjir</a>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.731671,120.108948,Curah Hujan Yang Tinggi,,2022-07-26 11:34:30,2022-07-26 11:34:48,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
800,28 Agustus 2021,Kab. Luwu,Larompong Selatan,Temboe,"<a href=""/data/800 "">Banjir</a>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.731671,120.108948,Curah Hujan Yang Tinggi,,2022-07-26 11:34:29,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
799,22 Agustus 2021,Kab. Luwu,Walenrang Timur,Kendekan,"<a href=""/data/799 "">Banjir</a>",45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,90,14,0,0,0,-2.746374,120.109863,Curah Hujan Yang Tinggi,,2022-07-26 11:26:08,2022-07-26 11:32:53,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86
797,17 Juli 2021,Kab. Luwu,Larompong Selatan,Dadeko,"<a href=""/data/797 "">Banjir</a>",20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-2.746374,120.109863,Intensitas Curah Hujan Yang Tinggi,"Hujan deras yang berlangsung sehingga mengakibatkan perkebunan, persawahan dan permukimsn terendam serta sungai di cappie meluap",2022-07-26 11:26:07,2022-07-26 11:30:27,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
796,17 Juli 2021,Kab. Luwu,Larompong Selatan,Temboe,"<a href=""/data/796 "">Banjir</a>",20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-2.746374,120.109863,Intensitas Curah Hujan Yang Tinggi,"Hujan deras yang berlangsung sehingga mengakibatkan perkebunan, persawahan dan permukimsn terendam serta sungai di cappie meluap",2022-07-26 11:26:07,2022-07-26 11:29:21,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88
795,17 Juli 2021,Kab. Luwu,Suli,Suli,"<a href=""/data/795 "">Banjir</a>",30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,10,0,0,0,0,-2.746374,120.109863,Intensitas Curah Hujan Yang Tinggi,"Hujan deras yang berlangsung sehingga mengakibatkan perkebunan, persawahan dan permukimsn terendam serta sungai di cappie meluap",2022-07-26 11:26:07,2022-07-26 11:28:31,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
794,17 Juli 2021,Kab. Luwu,Larompong,Buntu Matabing,"<a href=""/data/794 "">Banjir</a>",20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-2.746374,120.109863,Intensitas Curah Hujan Yang Tinggi,"Hujan deras yang berlangsung sehingga mengakibatkan perkebunan, persawahan dan permukimsn terendam serta sungai di cappie meluap",2022-07-26 11:26:07,2022-07-26 11:27:40,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
793,17 Juli 2021,Kab. Luwu,Larompong,Rantebelu,"<a href=""/data/793 "">Banjir</a>",20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-2.746374,120.109863,Intensitas Curah Hujan Yang Tinggi,"Hujan deras yang berlangsung sehingga mengakibatkan perkebunan, persawahan dan permukimsn terendam serta sungai di cappie meluap",2022-07-26 11:26:06,2022-07-26 11:26:48,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
792,17 Juli 2021,Kab. Luwu,Larompong,Larompong,"<a href=""/data/792 "">Banjir</a>",30,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,10,0,0,0,0,-2.746374,120.109863,Intensitas Curah Hujan Yang Tinggi,"Hujan deras yang berlangsung sehingga mengakibatkan perkebunan, persawahan dan permukimsn terendam serta sungai di cappie meluap",2022-07-26 11:26:06,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
791,16 Juli 2021,Kab. Luwu,Bua,Pabbaresseng,"<a href=""/data/791 "">Banjir</a>",160,0,0,0,0,0,0,0,0,0,160,0,1,0,0,0,0,0,30,0,0,24,0,-2.730756,120.089722,Hujan Deras,"Hujan deras mengakibatkan sungai bua meluap. Tinggi muka air antara 50-120 cm yang menggenangi perkebunan, persawahan dan permukiman.",2022-07-26 11:23:06,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
790,16 Juli 2021,Kab. Luwu,Bua,Barowa,"<a href=""/data/790 "">Banjir</a>",50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,-2.74996,120.075989,Hujan Deras,"Hujan deras mengakibatkan sungai bua meluap. Tinggi muka air antara 50-120 cm yang menggenangi perkebunan, persawahan dan permukiman.",2022-07-26 11:12:07,2022-07-26 11:21:29,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94
788,26 Maret 2021,Kab. Luwu,Bua,Tiromanda,"<a href=""/data/788 "">Banjir</a>",40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,-2.74996,120.075989,Hujan Deras,Akibat Hujan deras sehingga Mengakibatkan Sungai Bua dan kandoa Meluap Dan Menyebabkan Saluran Irigas Sepanjang 15 m Rusak,2022-07-26 11:12:07,2022-07-26 11:16:51,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95
787,26 Maret 2021,Kab. Luwu,Bua,Posi,"<a href=""/data/787 "">Banjir</a>",20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-2.74996,120.075989,Hujan Deras,Akibat Hujan deras sehingga Mengakibatkan Sungai Bua dan kandoa Meluap Dan Menyebabkan Saluran Irigas Sepanjang 15 m Rusak,2022-07-26 11:12:06,2022-07-26 11:16:01,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96
786,26 Maret 2021,Kab. Luwu,Bua,Tana Rigella,"<a href=""/data/786 "">Banjir</a>",160,0,0,0,0,0,0,0,0,0,160,0,1,0,0,0,2,0,5,0,0,0,0,-2.74996,120.075989,Hujan Deras,Akibat Hujan deras sehingga Mengakibatkan Sungai Bua dan kandoa Meluap Dan Menyebabkan Saluran Irigas Sepanjang 15 m Rusak,2022-07-26 11:12:06,2022-07-26 11:15:14,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97
785,26 Maret 2021,Kab. Luwu,Bua,Sakti,"<a href=""/data/785 "">Banjir</a>",100,0,0,0,0,0,0,0,0,0,100,4,1,0,0,0,0,0,0,0,0,0,0,-2.74996,120.075989,Hujan Deras,Akibat Hujan deras sehingga Mengakibatkan Sungai Bua dan kandoa Meluap Dan Menyebabkan Saluran Irigas Sepanjang 15 m Rusak,2022-07-26 11:12:06,2022-07-26 11:13:56,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
784,26 Maret 2021,Kab. Luwu,Bua,Barowa,"<a href=""/data/784 "">Banjir</a>",100,0,0,0,0,0,0,0,0,0,100,1,1,0,0,0,0,0,0,0,0,0,0,-2.74996,120.075989,Hujan Deras,Akibat Hujan deras sehingga Mengakibatkan Sungai Bua dan kandoa Meluap Dan Menyebabkan Saluran Irigas Sepanjang 15 m Rusak,2022-07-26 11:12:06,2022-07-26 11:13:02,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
783,26 Maret 2021,Kab. Luwu,Bua,Pabbaresseng,"<a href=""/data/783 "">Banjir</a>",960,0,0,0,0,0,0,0,0,0,960,2,1,0,0,0,0,0,20,40,0,0,2000000000,-2.74996,120.075989,Hujan Deras,Akibat Hujan deras sehingga Mengakibatkan Sungai Bua dan kandoa Meluap Dan Menyebabkan Saluran Irigas Sepanjang 15 m Rusak,2022-07-26 11:12:06,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
782,18 Maret 2021,Kab. Luwu,Walenrang Utara,Bolong,"<a href=""/data/782 "">Banjir</a>",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.791639,120.091553,Intensitas Curah Hujan Yang Tinggi,,2022-07-26 11:06:00,2022-07-26 11:06:55,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
781,18 Maret 2021,Kab. Luwu,Walenrang Utara,Bosso Timur,"<a href=""/data/781 "">Banjir</a>",21,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,1,10,0,0,0,0,0,-2.791639,120.091553,Intensitas Curah Hujan Yang Tinggi,,2022-07-26 11:06:00,,,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
761,29 November 2021,Kab. Tana Toraja,Makale,Pantan,"<a href=""/data/761 "">Banjir</a>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.121947,119.763794,Curah Hujan Yang Tinggi,Curah hujan yang tinggi mengakibatkan banjir disepanjang aliran sungai saddang.,2022-07-25 15:27:26,2022-07-25 15:29:56,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103
760,29 November 2021,Kab. Tana Toraja,Makale,Lapandan,"<a href=""/data/760 "">Banjir</a>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.121947,119.763794,Curah Hujan Yang Tinggi,Curah hujan yang tinggi mengakibatkan banjir disepanjang aliran sungai saddang.,2022-07-25 15:27:26,2022-07-25 15:29:26,,7,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
